0.000000000000000000e+00,1.323806635558336438e+03,1.363701013909340418e+03,1.691158757340188686e+03,2.165620775602234062e+03,1.676911860900250304e+03,1.820855347590473457e+03,1.684220118711270061e+03,2.460662187150828231e+03,1.796893887393872546e+03,2.014900702294232360e+03,2.498745185792626216e+03,2.498449798920187732e+03,1.733945205548770900e+03,2.634361485462417022e+03,2.501229444386727209e+03,2.627402459921595892e+03,2.694633771771076226e+03,2.631559576198927516e+03,2.647381188192412537e+03,2.664875471646724236e+03,3.068547702763585676e+03,3.603209189994589906e+03,3.553737576559489298e+03,3.523186092175182694e+03,3.562060597686579058e+03,3.601998778455859792e+03,3.620622259570433471e+03,3.652825252408058986e+03,3.681262253179414074e+03,1.140301213482219822e+02,2.092634708902767215e+02,1.721400906120910008e+02,4.361978764364430958e+02,2.924948232418625594e+03,2.909137646523128296e+03,1.397382289878702977e+03,3.251528871570589217e+03,2.910104984611676173e+03,3.021950313066130093e+03,2.999656527862126950e+03,2.993136059966492212e+03,2.801411737992027156e+03,3.125117967418273565e+03,3.223830903298372505e+03,3.131908330533139633e+03,2.964490816628108860e+03,2.980806605640849739e+03,2.982360939298928315e+03,3.606268914774608220e+03,3.389767877329998100e+03,4.040973143644216634e+03,4.059909237674953602e+03,4.082300857523577179e+03,3.623178640621074464e+03,3.644846415611905286e+03,2.828544649833529547e+03,2.877695273886721225e+03,2.919535807468495477e+03,2.948317132611413399e+03
1.323806635558336438e+03,0.000000000000000000e+00,9.701981835034423796e+01,4.159140527607821127e+02,8.886384601576783098e+02,3.968437909554272665e+02,5.543488349948104315e+02,4.157059950302772791e+02,1.193998478181454630e+03,5.314648271665911352e+02,7.515841347597881850e+02,1.222165447429436426e+03,1.225781197381075572e+03,4.706729327899806776e+02,1.338939965533533723e+03,1.221258573122420557e+03,1.346984263729395934e+03,1.413673409473316951e+03,1.355889670573528747e+03,1.377972474524589870e+03,1.388391701478274399e+03,1.809387531402810509e+03,2.344042153797043284e+03,2.294491394724283964e+03,2.263447696900395385e+03,2.302046595999013789e+03,2.341736176426031761e+03,2.359084316484456394e+03,2.390110614906398951e+03,2.411669578397183159e+03,1.315102990136611425e+03,1.491791349617927153e+03,1.203617713458973640e+03,1.002678818397660280e+03,1.647807100075853668e+03,1.648056546264853978e+03,1.163444065590475134e+02,1.980745439850765024e+03,1.621149089068077956e+03,1.758227884199483697e+03,1.739813105274487043e+03,1.726054353043979063e+03,1.534578306435178320e+03,1.830500740231017289e+03,1.942451448390452242e+03,1.853628405028794987e+03,1.693390316237025900e+03,1.711731120166695746e+03,1.714367221955439391e+03,2.346755854577735590e+03,2.126135815287337664e+03,2.770595543604855720e+03,2.795803353628052719e+03,2.821676480453291788e+03,2.347229181850378609e+03,2.389535163645933153e+03,1.569961848501810664e+03,1.616573126922242864e+03,1.673392147672499277e+03,1.702440700003494385e+03
1.363701013909340418e+03,9.701981835034423796e+01,0.000000000000000000e+00,3.778898844421539707e+02,8.383856196877175080e+02,3.634456058051630407e+02,5.130019628274646948e+02,3.891080188610513915e+02,1.162854427072154749e+03,4.959122978664631205e+02,7.122201469720447449e+02,1.192264364236373012e+03,1.190144385547394904e+03,4.353834467735670728e+02,1.320973443474640135e+03,1.191510092719794784e+03,1.319236362755122627e+03,1.384670327373620694e+03,1.325973869409848021e+03,1.345101932581489791e+03,1.358246876227265830e+03,1.749993078047714334e+03,2.303087994642618924e+03,2.260700190078827745e+03,2.229793879230277980e+03,2.267662842025059945e+03,2.300737952382688491e+03,2.317545762480593567e+03,2.347235742088101233e+03,2.363787839862598048e+03,1.349659551927810298e+03,1.526799809811892828e+03,1.239787582847945487e+03,1.038252723626780153e+03,1.607840228909246662e+03,1.609988305343369802e+03,9.082658647532380769e+01,1.928183858404820967e+03,1.599144583741980796e+03,1.710322309345061058e+03,1.678268654263471035e+03,1.685641151721748201e+03,1.498183921323577806e+03,1.806881603629142546e+03,1.909365251725074586e+03,1.823690242965229800e+03,1.659784719360879990e+03,1.675887020139236029e+03,1.676994161132019599e+03,2.306798666474095626e+03,2.067521362235507240e+03,2.732317072877142891e+03,2.757551634931846365e+03,2.775814691575013967e+03,2.313335590321004474e+03,2.331846885176602427e+03,1.535756294037199268e+03,1.578615284295461606e+03,1.631505301822981892e+03,1.659938292055309148e+03
1.691158757340188686e+03,4.159140527607821127e+02,3.778898844421539707e+02,0.000000000000000000e+00,5.137322403273520877e+02,8.627471388286980414e+01,2.121096949046253144e+02,7.630593473150710793e+01,8.336045212748140329e+02,1.780509122844504475e+02,3.862962682048982401e+02,8.635427590342125086e+02,8.621131822452075539e+02,1.027078671954672018e+02,9.831014322043765787e+02,8.632578029337346379e+02,9.866881640354390584e+02,1.056742855238574748e+03,9.951950245078678563e+02,1.009528831895824396e+03,1.024803308812767227e+03,1.434035674023325555e+03,1.994108620102190798e+03,1.938875427795395353e+03,1.908208648841789909e+03,1.946918316338676050e+03,1.987590968507509842e+03,2.005506062663696866e+03,2.037246960164227858e+03,2.060369302168576723e+03,1.657711334112020722e+03,1.837201553105984203e+03,1.559692909801697851e+03,1.346137964750794708e+03,1.295946990428486743e+03,1.274575640612632242e+03,3.476165199019816328e+02,1.610763563735227763e+03,1.284181456654722524e+03,1.399015097120790870e+03,1.379802197924156417e+03,1.373783721885897194e+03,1.166766777574314347e+03,1.491762761305117010e+03,1.591873523500163174e+03,1.497516796659388092e+03,1.334216096127425772e+03,1.345279639996516607e+03,1.349459930740326399e+03,1.958010353650219940e+03,1.767307271482111673e+03,2.393887703391321793e+03,2.417270197226629534e+03,2.454787030201002381e+03,1.990245961303030072e+03,2.026156596525443319e+03,1.181813503859551929e+03,1.242296879000420631e+03,1.318881016460567480e+03,1.347187797627906548e+03
2.165620775602234062e+03,8.886384601576783098e+02,8.383856196877175080e+02,5.137322403273520877e+02,0.000000000000000000e+00,5.397977262953966147e+02,4.078130640551657962e+02,5.301961693460002607e+02,3.680721911488032561e+02,4.380128762672680978e+02,2.358358081140768832e+02,4.083094601878534604e+02,3.942009267819104252e+02,4.981003375650656153e+02,5.223155478709638828e+02,4.012700078354582729e+02,5.138539013574176124e+02,5.849383445583407592e+02,5.325454635890522468e+02,5.439169065624872701e+02,5.612081615969756285e+02,9.911649680684201940e+02,1.524820087074388994e+03,1.472353938133694101e+03,1.438896268668097946e+03,1.476121546768285270e+03,1.515527511738295971e+03,1.532105007007683298e+03,1.562912226644303701e+03,1.599510205692015006e+03,2.126225920604937073e+03,2.301552963579222251e+03,2.020416125437571964e+03,1.804692200930248873e+03,8.258712997809084300e+02,8.505590373327020188e+02,8.068591717158888059e+02,1.157227815556924043e+03,8.183100503374280379e+02,9.296256171826709078e+02,9.282528678737708105e+02,9.118777388750047521e+02,7.193781681716516232e+02,1.021878233139183408e+03,1.123585048312370873e+03,1.029163853467759736e+03,8.769501064096758682e+02,8.832437688139866623e+02,8.933176745210189438e+02,1.517618411218333677e+03,1.314484429295160680e+03,1.946998247926477461e+03,1.967805437549979160e+03,1.989209235996980397e+03,1.516741570420702601e+03,1.559102434344380981e+03,7.530840290122049510e+02,8.057663728293756549e+02,8.608573373253803993e+02,8.890746941673484116e+02
1.676911860900250304e+03,3.968437909554272665e+02,3.634456058051630407e+02,8.627471388286980414e+01,5.397977262953966147e+02,0.000000000000000000e+00,1.693142033602647700e+02,5.518417259053990165e+01,8.354320998539641323e+02,1.641879249238502325e+02,3.846327824971907603e+02,8.538993636627068327e+02,8.544803733906035177e+02,9.938900054682098073e+01,1.002735466386104349e+03,8.686000178624054797e+02,9.644481416161672769e+02,1.058837558370061288e+03,9.865563882625901897e+02,9.935858207812259479e+02,1.019251779644563157e+03,1.449141669320947358e+03,1.989753903225836666e+03,1.945983462028701297e+03,1.915480625629779752e+03,1.954974355387934793e+03,1.988488368890436732e+03,2.006971296906597445e+03,2.038018834391032897e+03,2.041409412515730764e+03,1.664146242510917546e+03,1.840935558934216942e+03,1.538307982386807225e+03,1.348694176970599983e+03,1.314601276678725526e+03,1.318409208620446861e+03,3.049122126229207765e+02,1.606490694096345351e+03,1.281148435294761839e+03,1.405224226340571477e+03,1.396613046360116186e+03,1.366032800691588363e+03,1.175444209843395356e+03,1.485251412869566366e+03,1.585202728418179277e+03,1.494225360013806039e+03,1.325694442070255491e+03,1.344551049409704319e+03,1.342352667785968606e+03,1.987569223300616841e+03,1.769215387385456324e+03,2.413168067817284737e+03,2.431943884186765445e+03,2.463433894563413560e+03,1.982267558549433943e+03,2.029089032540622384e+03,1.217245819543460129e+03,1.265556284246753876e+03,1.308043337765558590e+03,1.336387618293746300e+03
1.820855347590473457e+03,5.543488349948104315e+02,5.130019628274646948e+02,2.121096949046253144e+02,4.078130640551657962e+02,1.693142033602647700e+02,0.000000000000000000e+00,1.678710188288279426e+02,6.873872826420099500e+02,8.376231481033028103e+01,2.379245383446503013e+02,7.167784017364938336e+02,7.326331977219680311e+02,1.462179148193088167e+02,8.751090727696496288e+02,7.386532108721112309e+02,8.380516994354712779e+02,9.240131037367320914e+02,8.527523204857192241e+02,8.525352530372286992e+02,8.861468400121399327e+02,1.284721729559262712e+03,1.836564948118144457e+03,1.792094899637494109e+03,1.761387279274150387e+03,1.800361670075512393e+03,1.846483793742304670e+03,1.864645284437109694e+03,1.896117468214697510e+03,1.909691694128012614e+03,1.813889387181180382e+03,1.991772247213581068e+03,1.683927547930408309e+03,1.497183573375881679e+03,1.190132834348321467e+03,1.175330461722802966e+03,4.606653154505916063e+02,1.474566237427715805e+03,1.138673550356546457e+03,1.266511791238339811e+03,1.245585467592365376e+03,1.225882128215167313e+03,1.042916018211116352e+03,1.343051055512769153e+03,1.449948906989172883e+03,1.359288980530514891e+03,1.191522379169398846e+03,1.202490976899647649e+03,1.207684292797886656e+03,1.845682516828972439e+03,1.627790889281368663e+03,2.275336074011556775e+03,2.286675435865295640e+03,2.309710293152734721e+03,1.855110303392773858e+03,1.870505374455583251e+03,1.077604941525537015e+03,1.128834314435408260e+03,1.155702498283387285e+03,1.184651332925700217e+03
1.684220118711270061e+03,4.157059950302772791e+02,3.891080188610513915e+02,7.630593473150710793e+01,5.301961693460002607e+02,5.518417259053990165e+01,1.678710188288279426e+02,0.000000000000000000e+00,8.025975933855876292e+02,1.568246362067421273e+02,3.583733288038915816e+02,8.405667217123132104e+02,8.543065528476336112e+02,9.207874480937083206e+01,9.902740485132528647e+02,8.584661138066333024e+02,9.661641561635108246e+02,1.044963881194825262e+03,9.731935028444235058e+02,9.814812615286044775e+02,1.004914188070640648e+03,1.429637672451481421e+03,1.966710471169441234e+03,1.915256800529697102e+03,1.884530777960220803e+03,1.923764587083455353e+03,1.968342399995054166e+03,1.986548809529851269e+03,2.018497584549269959e+03,2.041571725543140928e+03,1.680097164294777258e+03,1.856996469804551680e+03,1.552982180609565148e+03,1.362277105892490908e+03,1.315265182478990482e+03,1.291904586236449177e+03,3.287093477035739397e+02,1.609688912887319702e+03,1.269353183414450768e+03,1.397507018736453119e+03,1.372603989269267913e+03,1.366461630864888321e+03,1.173038492518403245e+03,1.496824280307769641e+03,1.594214769685914916e+03,1.496386463994619362e+03,1.321418491006808836e+03,1.338281655166882501e+03,1.336437173964128760e+03,1.967854592551004544e+03,1.765099343590918352e+03,2.401404345411034228e+03,2.414288866944523761e+03,2.444300129488868606e+03,1.983160694904319598e+03,2.007133228405949922e+03,1.203550515539771141e+03,1.252980354740616804e+03,1.293536223103129487e+03,1.322009417811971161e+03
2.460662187150828231e+03,1.193998478181454630e+03,1.162854427072154749e+03,8.336045212748140329e+02,3.680721911488032561e+02,8.354320998539641323e+02,6.873872826420099500e+02,8.025975933855876292e+02,0.000000000000000000e+00,7.102775918667284714e+02,4.803777536342981307e+02,1.766227434493524129e+02,1.421578732617924743e+02,7.644461694209708185e+02,3.000636057702765811e+02,1.699763969591045623e+02,2.713077736491080714e+02,3.506825919517359011e+02,2.807150445600192938e+02,2.819824952555845812e+02,3.124410172828246459e+02,7.554763048705173105e+02,1.286812137875490635e+03,1.234583404931251152e+03,1.204274869640443285e+03,1.243936439071154382e+03,1.287990503269437795e+03,1.306032978378005737e+03,1.337930339135186614e+03,1.370500850860356877e+03,2.420791376128520824e+03,2.605038850098366765e+03,2.317229895366175697e+03,2.107560064630730267e+03,6.048277938481162437e+02,6.100869356857847379e+02,1.112844052264326137e+03,9.300871510189224409e+02,5.750082342893043688e+02,7.032758289053506360e+02,6.954159292012268452e+02,6.542785591217814272e+02,4.670513060317226746e+02,7.932041954143392104e+02,8.852368905631653888e+02,7.882703908342874684e+02,6.284740080041975716e+02,6.357539344911347143e+02,6.407583516121068214e+02,1.272926074566810939e+03,1.093397862839889058e+03,1.705702696856230432e+03,1.723047087554490645e+03,1.740541685450247542e+03,1.285382940395195419e+03,1.313969378948490885e+03,5.264079391130621843e+02,5.698023767237732500e+02,6.255220036906431460e+02,6.540907764135488378e+02
1.796893887393872546e+03,5.314648271665911352e+02,4.959122978664631205e+02,1.780509122844504475e+02,4.380128762672680978e+02,1.641879249238502325e+02,8.376231481033028103e+01,1.568246362067421273e+02,7.102775918667284714e+02,0.000000000000000000e+00,2.591698269484372759e+02,7.658810480984578817e+02,7.802864621928571296e+02,9.475164566201758021e+01,8.960261908031471876e+02,7.630525993969348519e+02,8.719261151215571317e+02,9.488019411261295772e+02,8.825457299303149057e+02,8.952605310078686216e+02,9.149970093844298162e+02,1.340409291135913463e+03,1.879211191913553421e+03,1.827716549593902755e+03,1.798634783433268467e+03,1.838509341518560859e+03,1.883297872847745566e+03,1.902633469247382664e+03,1.935533578948380637e+03,1.947320757749087306e+03,1.780214915940968467e+03,1.958757887570528965e+03,1.662201944504950006e+03,1.460219308727276029e+03,1.223647098384665696e+03,1.205744027020318754e+03,4.501680822519656431e+02,1.519046919360657967e+03,1.182220639368947786e+03,1.295909421750617639e+03,1.289473528490020499e+03,1.278381377393691082e+03,1.077676382468269139e+03,1.388029761656271148e+03,1.498762986835399488e+03,1.397550627307612103e+03,1.223450394357457526e+03,1.232160845352345859e+03,1.239490562765601453e+03,1.873788508990869104e+03,1.661227809185574188e+03,2.304685559306313280e+03,2.319504736349758332e+03,2.348853385232856454e+03,1.883920367257272574e+03,1.918810881944679750e+03,1.100429609217360394e+03,1.155361618979513651e+03,1.197104526631696217e+03,1.224722617294348993e+03
